Billionaire_ID,Rank,Name,Net Worth,Age,Country,Source,Net_Worth_B,Industry_id
1092,1905,Peter Jackson,$1.5 B,61,New Zealand,"Movies, digital effects",1.5,5
1093,1905,Ben Silbermann,$1.5 B,40,United States,Social media,1.5,5
1094,1905,Xu Zhenhua,$1.5 B,65,China,Online games,1.5,5
1095,1905,Justin Yuan,$1.5 B,65,China,Online games,1.5,5
1096,2020,Kim Taek-jin,$1.4 B,56,South Korea,Online games,1.4,5
1097,2020,Gary Magness,$1.4 B,69,United States,"Cable TV, investments",1.4,5
1098,2133,Aydin Dogan,$1.3 B,86,Turkey,Media,1.3,5
1099,2133,Keiko Erikawa,$1.3 B,74,Japan,Video games,1.3,5
1100,2133,Yoichi Erikawa,$1.3 B,72,Japan,Video games,1.3,5
1101,2133,Lu Hongyan,$1.3 B,45,China,Online games,1.3,5
1102,2259,Richard Desmond,$1.2 B,71,United Kingdom,Publishing,1.2,5
1103,2259,Mathias Doepfner,$1.2 B,60,Germany,Media,1.2,5
1104,2259,Guy Laliberté,$1.2 B,63,Canada,Cirque du Soleil,1.2,5
1105,2259,Markus Persson,$1.2 B,43,Sweden,Computer games,1.2,5
1106,2259,Joop van den Ende,$1.2 B,81,Netherlands,TV shows,1.2,5
1107,2405,Min-Liang Tan,$1.1 B,45,Singapore,gaming,1.1,5
1108,2405,Lars Wingefors,$1.1 B,46,Sweden,Video games,1.1,5
1109,2405,Yu Faxiang,$1.1 B,51,China,"Tourism, cultural industry",1.1,5
1110,2540,Jimmy Buffett,$1 B,76,United States,"Entertainment, Margaritaville",1.0,5
1111,2540,Rui Chen,$1 B,45,China,Online entertainment,1.0,5
1112,2540,Tyler Perry,$1 B,53,United States,"Movies, television",1.0,5
1113,2540,Eddy Kusnadi Sariaatmadja,$1 B,69,Indonesia,"Media, tech",1.0,5
1114,2540,Kenzo Tsujimoto,$1 B,82,Japan,Video games,1.0,5
1115,8,Carlos Slim Helu & family,$93 B,83,Mexico,Telecom,93.0,6
1116,69,Masayoshi Son,$22.4 B,65,Japan,"Internet, telecom",22.4,6
1117,276,Rocco Commisso,$7.8 B,73,United States,Telecom,7.8,6
1118,365,Xavier Niel,$6.7 B,55,France,"Internet, telecom",6.7,6
1119,418,Sunil Mittal,$6.1 B,65,India,Telecom,6.1,6
1120,511,Ananda Krishnan,$5.2 B,85,Malaysia,"Telecoms, media, oil-services",5.2,6
1121,534,"Robert Hale, Jr.",$5 B,56,United States,Telecom,5.0,6
1122,591,Richard Li,$4.6 B,56,Hong Kong,Telecom,4.6,6
1123,636,Patrick Drahi,$4.3 B,59,France,Telecom,4.3,6
1124,699,Rajan Mittal,$4 B,63,India,Telecom,4.0,6
1125,699,Rakesh Mittal,$4 B,67,India,Telecom,4.0,6
1126,699,Shaul Shani,$4 B,68,Israel,Telecom,4.0,6
1127,748,Yasumitsu Shigeta,$3.8 B,58,Japan,Mobile phone retailer,3.8,6
1128,878,Naguib Sawiris,$3.3 B,68,Egypt,Telecom,3.3,6
1129,1027,John Caudwell,$2.9 B,70,United Kingdom,Mobile phones,2.9,6
1130,1067,Najib Mikati,$2.8 B,67,Lebanon,Telecom,2.8,6
1131,1067,Taha Mikati,$2.8 B,78,Lebanon,Telecom,2.8,6
1132,1104,Denis O'Brien,$2.7 B,64,Ireland,Telecom,2.7,6
1133,1516,Craig McCaw,$2 B,73,United States,Telecom,2.0,6
1134,1575,Strive Masiyiwa,$1.9 B,62,Zimbabwe,Telecom,1.9,6
1135,1725,Vladimir Yevtushenkov,$1.7 B,74,Russia,"Telecom, investments",1.7,6
1136,1804,Terence (Terry) Matthews,$1.6 B,80,Canada,Telecom,1.6,6
1137,1905,David Teoh,$1.5 B,67,Australia,Telecom,1.5,6
1138,1905,Kenny Troutt,$1.5 B,75,United States,Telecom,1.5,6
1139,2133,R. Marcelo Claure,$1.3 B,52,United States,Cell phone distribution,1.3,6
1140,2259,Mohammed Ibrahim,$1.2 B,76,United Kingdom,Communications,1.2,6
1141,2405,Gleb Fetisov,$1.1 B,56,Russia,Investments,1.1,6
1142,2405,Lu Rongfu,$1.1 B,52,China,Telecommunication,1.1,6
1143,2405,Wu Kaiting,$1.1 B,53,Hong Kong,Electronics,1.1,6
1144,2405,Xue Jiping,$1.1 B,72,China,Cable,1.1,6
1145,2540,Murat Vargi,$1 B,75,Turkey,Telecom,1.0,6
1146,9,Mukesh Ambani,$83.4 B,65,India,Diversified,83.4,7
1147,17,Charles Koch & family,$59 B,87,United States,Koch Industries,59.0,7
1148,17,Julia Koch & family,$59 B,60,United States,Koch Industries,59.0,7
1149,24,Gautam Adani,$47.2 B,60,India,"Infrastructure, commodities",47.2,7
1150,33,Li Ka-shing,$38 B,94,Hong Kong,Diversified,38.0,7
1151,40,Len Blavatnik,$32.1 B,65,United States,"Music, chemicals",32.1,7
1152,86,Eyal Ofer,$18.9 B,72,Israel,"Real estate, shipping",18.9,7
1153,116,Dhanin Chearavanont,$14.9 B,83,Thailand,Diversified,14.9,7
1154,124,Kumar Birla,$14.2 B,55,India,Commodities,14.2,7
1155,127,Idan Ofer,$14 B,67,Israel,Shipping,14.0,7
1156,146,Robert Kuok,$11.8 B,99,Malaysia,"Palm oil, shipping, property",11.8,7
1157,179,Quek Leng Chan,$10.1 B,81,Malaysia,"Banking, property",10.1,7
1158,184,Vinod Adani,$9.8 B,74,Cyprus,"Infrastructure, commodities",9.8,7
1159,202,Jim Pattison,$9.5 B,94,Canada,Diversified,9.5,7
1160,208,Roman Abramovich & family,$9.2 B,56,Russia,"Steel, investments",9.2,7
1161,208,Antonia Ax:son Johnson & family,$9.2 B,79,Sweden,Diversified,9.2,7
1162,249,Abdulsamad Rabiu,$8.2 B,62,Nigeria,"Cement, sugar",8.2,7
1163,256,Laurent Dassault,$8.1 B,69,France,Diversified,8.1,7
1164,256,Thierry Dassault,$8.1 B,66,France,Diversified,8.1,7
1165,256,Marie-Hélène Habert-Dassault,$8.1 B,58,France,Diversified,8.1,7
1166,268,Georg Stumpf,$7.9 B,50,Austria,"Real estate, construction",7.9,7
1167,332,Rohiqa Cyrus Mistry,$7 B,55,India,Diversified,7.0,7
1168,332,Shapoor Mistry,$7 B,58,Ireland,Diversified,7.0,7
1169,344,Alejandro Bailleres Gual & family,$6.9 B,62,Mexico,Diversified,6.9,7
1170,344,Edythe Broad & family,$6.9 B,87,United States,"Homebuilding, insurance",6.9,7
1171,352,Silvio Berlusconi & family,$6.8 B,86,Italy,Media,6.8,7
1172,352,Viktor Vekselberg,$6.8 B,65,Russia,"Metals, investments",6.8,7
1173,390,Simon Reuben,$6.5 B,81,United Kingdom,"Real estate, investments",6.5,7
1174,411,Gustaf Douglas,$6.2 B,85,Sweden,Investments,6.2,7
1175,418,Mike Adenuga,$6.1 B,69,Nigeria,"Telecom, oil",6.1,7
1176,425,Sumet Jiaravanon,$6 B,88,Thailand,Diversified,6.0,7
1177,437,Jaran Chiaravanont,$5.9 B,93,Thailand,Diversified,5.9,7
1178,466,James Irving,$5.5 B,95,Canada,Diversified,5.5,7
1179,466,Zhao Yan,$5.5 B,56,China,Biotech,5.5,7
1180,486,Miao Hangen,$5.4 B,58,China,"Textiles, petrochemicals",5.4,7
1181,497,Prajogo Pangestu,$5.3 B,78,Indonesia,"Petrochemicals, energy",5.3,7
1182,552,Chairul Tanjung,$4.9 B,60,Indonesia,Diversified,4.9,7
1183,580,Maria Fernanda Amorim & family,$4.7 B,88,Portugal,"Energy, investments",4.7,7
1184,580,Zuowen Song,$4.7 B,76,China,"Aluminum, diversified",4.7,7
1185,611,Samuel Yin,$4.5 B,72,Taiwan,Retail,4.5,7
1186,636,Daryl Katz,$4.3 B,61,Canada,Pharmacies,4.3,7
1187,636,Pham Nhat Vuong,$4.3 B,54,Vietnam,Diversified,4.3,7
1188,659,Tahir & family,$4.2 B,71,Indonesia,Diversified,4.2,7
1189,679,Joao Moreira Salles,$4.1 B,61,Brazil,"Banking, minerals",4.1,7
1190,679,Kerry Stokes,$4.1 B,82,Australia,"Construction equipment, media",4.1,7
1191,699,Guangchang Guo,$4 B,56,China,Conglomerate,4.0,7
1192,699,Zhang Daocai,$4 B,73,China,Valves,4.0,7
1193,721,Somurai Jaruphnit,$3.9 B,65,Thailand,Diversified,3.9,7
1194,721,Fernando Roberto Moreira Salles,$3.9 B,76,Brazil,"Banking, minerals",3.9,7
1195,721,Pedro Moreira Salles,$3.9 B,63,Brazil,"Banking, minerals",3.9,7
1196,787,Rajiv Bajaj,$3.6 B,56,India,Diversified,3.6,7
1197,787,Sanjiv Bajaj,$3.6 B,53,India,Diversified,3.6,7
1198,787,Mohamed Mansour,$3.6 B,75,Egypt,Diversified,3.6,7
1199,818,Xiao Yongming & family,$3.5 B,58,China,Fertilizer,3.5,7
1200,852,Richard Branson,$3.4 B,72,United Kingdom,Virgin,3.4,7
1201,878,Kwek Leng Beng,$3.3 B,82,Singapore,Diversified,3.3,7
1202,878,Phil Ruffin,$3.3 B,88,United States,"Casinos, real estate",3.3,7
1203,949,Farhad Moshiri,$3.1 B,67,United Kingdom,Diversified,3.1,7
1204,949,Theodore Rachmat,$3.1 B,79,Indonesia,Diversified,3.1,7
1205,982,Abdulla bin Ahmad Al Ghurair & family,$3 B,65,United Arab Emirates,Diversified,3.0,7
1206,982,Semahat Sevim Arsel,$3 B,94,Turkey,Diversified,3.0,7
1207,982,Carlos Hank Rhon,$3 B,75,Mexico,Banking,3.0,7
1208,982,Guangxin Sun,$3 B,60,China,Diversified,3.0,7
1209,982,Sukanto Tanoto,$3 B,73,Indonesia,Diversified,3.0,7
1210,1027,Ipek Kirac,$2.9 B,38,Turkey,Diversified,2.9,7
1211,1067,Smita Crishna-Godrej,$2.8 B,72,India,Consumer goods,2.8,7
1212,1067,Adi Godrej,$2.8 B,81,India,Consumer goods,2.8,7
1213,1067,Jamshyd Godrej,$2.8 B,74,India,Diversified,2.8,7
1214,1067,Rishad Naoroji,$2.8 B,71,India,Consumer goods,2.8,7
1215,1067,Philip Niarchos,$2.8 B,69,Greece,Art collection,2.8,7
1216,1067,Maren Otto,$2.8 B,65,Germany,"Retail, real estate",2.8,7
1217,1104,Suhail Bahwan,$2.7 B,84,Oman,Diversified,2.7,7
1218,1104,Madhur Bajaj,$2.7 B,70,India,Diversified,2.7,7
1219,1104,Niraj Bajaj,$2.7 B,68,India,Diversified,2.7,7
1220,1104,Shekhar Bajaj,$2.7 B,74,India,Diversified,2.7,7
1221,1104,Nadir Godrej,$2.7 B,72,India,Consumer goods,2.7,7
1222,1104,Mustafa Rahmi Koc,$2.7 B,92,Turkey,Diversified,2.7,7
1223,1104,Dan Olsson,$2.7 B,76,Sweden,Diversified,2.7,7
1224,1104,Karsanbhai Patel,$2.7 B,79,India,Consumer goods,2.7,7
1225,1164,Carl Douglas,$2.6 B,61,Sweden,Investments,2.6,7
1226,1164,Eric Douglas,$2.6 B,54,Sweden,Investments,2.6,7
1227,1164,Lu Weiding,$2.6 B,52,China,Diversified,2.6,7
1228,1217,Thor Bjorgolfsson,$2.5 B,56,Iceland,Investments,2.5,7
1229,1217,Ferit Faik Sahenk,$2.5 B,59,Turkey,Diversified,2.5,7
1230,1217,Yuzhu Shi,$2.5 B,60,China,"Online games, investments",2.5,7
1231,1217,"Henry Sy, Jr.",$2.5 B,69,Philippines,Diversified,2.5,7
1232,1217,Andrew Tan,$2.5 B,71,Philippines,Diversified,2.5,7
1233,1272,Kwek Leng Kee,$2.4 B,68,Singapore,Diversified,2.4,7
1234,1272,Rajan Raheja & family,$2.4 B,68,India,Diversified,2.4,7
1235,1272,Hans Sy,$2.4 B,67,Philippines,Diversified,2.4,7
1236,1272,Herbert Sy,$2.4 B,66,Philippines,Diversified,2.4,7
1237,1272,Lucio Tan,$2.4 B,88,Philippines,Diversified,2.4,7
1238,1312,James Duff,$2.3 B,62,United States,"Tires, diversified",2.3,7
1239,1312,Thomas Duff,$2.3 B,66,United States,"Tires, diversified",2.3,7
1240,1312,Filiz Sahenk,$2.3 B,56,Turkey,Diversified,2.3,7
1241,1368,Sezai Bacaksiz,$2.2 B,73,Turkey,Diversified,2.2,7
1242,1368,Liang Xinjun,$2.2 B,54,Singapore,Conglomerate,2.2,7
1243,1368,Harald Link,$2.2 B,68,Thailand,Diversified,2.2,7
1244,1368,Thi Phuong Thao Nguyen,$2.2 B,52,Vietnam,Airlines,2.2,7
1245,1368,Harley Sy,$2.2 B,63,Philippines,Diversified,2.2,7
1246,1368,Teresita Sy-Coson,$2.2 B,72,Philippines,Diversified,2.2,7
1247,1434,Georgi Domuschiev,$2.1 B,50,Bulgaria,"Animal health, investments",2.1,7
1248,1434,Kiril Domuschiev,$2.1 B,53,Bulgaria,"Animal health, investments",2.1,7
1249,1434,Harsh Goenka,$2.1 B,65,India,Diversified,2.1,7
1250,1434,Sanjiv Goenka,$2.1 B,62,India,Diversified,2.1,7
1251,1434,Douglas Hsu,$2.1 B,80,Taiwan,Diversified,2.1,7
1252,1434,Anand Mahindra,$2.1 B,67,India,Diversified,2.1,7
1253,1434,Katarina Martinson,$2.1 B,41,Sweden,Investments,2.1,7
1254,1516,Phongthep Chiaravanont,$2 B,71,Thailand,Diversified,2.0,7
1255,1516,Dou Zhenggang,$2 B,69,China,"Energy, chemicals",2.0,7
1256,1516,William Franke,$2 B,85,United States,Low-cost airlines,2.0,7
1257,1575,Roberto Angelini Rossi,$1.9 B,74,Chile,"Forestry, mining",1.9,7
1258,1575,Manas Chiaravanond,$1.9 B,65,Thailand,Diversified,1.9,7
1259,1575,Prathip Chiravanond,$1.9 B,74,Thailand,Diversified,1.9,7
1260,1575,Bulent Eczacibasi,$1.9 B,73,Turkey,"Pharmaceuticals, diversified",1.9,7
1261,1575,Faruk Eczacibasi,$1.9 B,68,Turkey,"Pharmaceuticals, diversified",1.9,7
1262,1575,Eduardo Eurnekian,$1.9 B,90,Argentina,"Airports, investments",1.9,7
1263,1575,Caroline Hagen Kjos,$1.9 B,39,Norway,Conglomerate,1.9,7
1264,1575,Somsri Lamsam,$1.9 B,65,Thailand,Diversified,1.9,7
1265,1575,Elizabeth Sy,$1.9 B,70,Philippines,Diversified,1.9,7
1266,1575,Zhang Hongwei,$1.9 B,68,China,"Oil, banking",1.9,7
1267,1647,Faisal Bin Qassim Al Thani,$1.8 B,75,Qatar,"Hotels, diversified",1.8,7
1268,1647,Binod Chaudhary,$1.8 B,67,Nepal,Diversified,1.8,7
1269,1647,Koo Kwang-mo,$1.8 B,45,South Korea,LG,1.8,7
1270,1647,Louise Lindh,$1.8 B,43,Sweden,Investments,1.8,7
1271,1647,Nihat Ozdemir,$1.8 B,72,Turkey,Diversified,1.8,7
1272,1725,Lau Cho Kun,$1.7 B,87,Malaysia,"Palm oil, property",1.7,7
1273,1725,Ivan Savvidis & family,$1.7 B,64,Russia,Agribusiness,1.7,7
1274,1725,Jonathan Tisch,$1.7 B,69,United States,"Insurance, NFL team",1.7,7
1275,1804,David Hoffmann,$1.6 B,70,United States,"Executive search, investments",1.6,7
1276,1804,Anthony Langley,$1.6 B,68,United Kingdom,Manufacturing,1.6,7
1277,1804,Marianna Latsis & family,$1.6 B,70,Greece,"Banking, shipping",1.6,7
1278,1804,Zakhar Smushkin,$1.6 B,61,Russia,"Pulp and paper, diversified",1.6,7
1279,1804,Laurie Tisch,$1.6 B,72,United States,"Insurance, NFL team",1.6,7
1280,1804,Steven Tisch,$1.6 B,74,United States,Insurance,1.6,7
1281,1804,Yi Dasheng,$1.6 B,62,China,Conglomerate,1.6,7
1282,1905,Aziz Akhannouch & family,$1.5 B,62,Morocco,"Petroleum, diversified",1.5,7
1283,1905,Hamdi Akin & family,$1.5 B,68,Turkey,Diversified,1.5,7
1284,1905,Alexandra Andresen,$1.5 B,26,Norway,Investments,1.5,7
1285,1905,Katharina Andresen,$1.5 B,27,Norway,Investments,1.5,7
1286,1905,Patricia Angelini Rossi,$1.5 B,68,Chile,"Forestry, mining",1.5,7
1287,1905,Zadik Bino & family,$1.5 B,79,Israel,"Banking, oil",1.5,7
1288,1905,Ahmet Calik,$1.5 B,65,Turkey,"Energy, banking, construction",1.5,7
1289,1905,Sandor Csanyi,$1.5 B,70,Hungary,"Finance, real estate",1.5,7
1290,1905,Mohammed Dewji,$1.5 B,47,Tanzania,Diversified,1.5,7
1291,1905,Ke Xiping & family,$1.5 B,62,China,Investments,1.5,7
1292,1905,Kim Jun-ki,$1.5 B,78,South Korea,Diversified,1.5,7
1293,1905,Spiro Latsis & family,$1.5 B,76,Greece,"Banking, shipping",1.5,7
1294,1905,Youssef Mansour,$1.5 B,77,Egypt,Diversified,1.5,7
1295,1905,Romano Minozzi,$1.5 B,88,Italy,"Utilities, diversified",1.5,7
1296,1905,Stefan Olsson,$1.5 B,74,Sweden,Diversified,1.5,7
1297,2020,Antti Aarnio-Wihuri,$1.4 B,83,Finland,Diversified,1.4,7
1298,2020,John Bloor,$1.4 B,79,United Kingdom,"Real estate, manufacturing",1.4,7
1299,2020,Lance Gokongwei,$1.4 B,55,Philippines,Diversified,1.4,7
1300,2020,Kwek Leng Keow,$1.4 B,71,Singapore,Diversified,1.4,7
1301,2020,Kwek Leng Peck,$1.4 B,67,Singapore,Diversified,1.4,7
1302,2020,Lee Ho-jin,$1.4 B,60,South Korea,Diversified,1.4,7
1303,2020,Lucia Maggi & family,$1.4 B,90,Brazil,Agribusiness,1.4,7
1304,2020,Mochtar Riady & family,$1.4 B,93,Indonesia,Diversified,1.4,7
1305,2020,Boris Zingarevich,$1.4 B,63,Russia,"Pulp and paper, diversified",1.4,7
1306,2133,Hari Bhartia,$1.3 B,66,India,Diversified,1.3,7
1307,2133,Zbigniew Juroszek & family,$1.3 B,60,Poland,"Real estate, gambling",1.3,7
1308,2133,Art Levinson,$1.3 B,73,United States,"Genentech, Apple",1.3,7
1309,2133,Fengluan Li,$1.3 B,61,China,"Steel, diversified",1.3,7
1310,2133,Yasseen Mansour,$1.3 B,61,Egypt,Diversified,1.3,7
1311,2133,Igor Rotenberg,$1.3 B,49,Russia,"Investments, real estate",1.3,7
1312,2133,Deniz Sahenk,$1.3 B,77,Turkey,Diversified,1.3,7
1313,2133,Albert Shigaboutdinov,$1.3 B,70,Russia,"Refinery, chemicals",1.3,7
1314,2133,Wu Xushun & family,$1.3 B,74,China,Internet,1.3,7
1315,2259,Joao Alves de Queiroz Filho,$1.2 B,70,Brazil,Pharmaceuticals,1.2,7
1316,2259,Jose Roberto Ermirio de Moraes,$1.2 B,65,Brazil,Diversified,1.2,7
1317,2259,Jose Ermirio de Moraes Neto,$1.2 B,70,Brazil,Diversified,1.2,7
1318,2259,Keshub Mahindra,$1.2 B,99,India,Diversified,1.2,7
1319,2259,Lorinc Meszaros,$1.2 B,57,Hungary,Diversified,1.2,7
1320,2259,Neide Helena de Moraes,$1.2 B,68,Brazil,Diversified,1.2,7
1321,2259,Murdaya Poo,$1.2 B,82,Indonesia,Diversified,1.2,7
1322,2259,J. Wayne Weaver,$1.2 B,87,United States,Shoes,1.2,7
1323,2259,Zan Shengda,$1.2 B,60,China,Diversified,1.2,7
1324,2405,Henadiy Boholyubov,$1.1 B,61,Ukraine,"Banking, investments",1.1,7
1325,2405,Oleg Boyko,$1.1 B,58,Russia,Diversified,1.1,7
1326,2405,Antonio Percassi,$1.1 B,69,Italy,"Real estate, diversified",1.1,7
1327,2405,Wang Han,$1.1 B,35,China,Airline,1.1,7
1328,2540,Ana Maria Brescia Cafferata,$1 B,98,Peru,"Mining, banking",1.0,7
1329,2540,Turgay Ciner,$1 B,67,Turkey,Diversified,1.0,7
1330,2540,Ihor Kolomoyskyy,$1 B,60,Israel,"Banking, investments",1.0,7
1331,2540,Ivan Streshinsky,$1 B,53,Russia,"Metals, telecom",1.0,7
1332,2540,Inigo Zobel,$1 B,66,Philippines,Diversified,1.0,7
1333,15,Zhong Shanshan,$68 B,68,China,"Beverages, pharmaceuticals",68.0,8
1334,30,Giovanni Ferrero,$38.9 B,58,Italy,"Nutella, chocolates",38.9,8
1335,31,Jacqueline Mars,$38.3 B,83,United States,"Candy, pet food",38.3,8
1336,31,John Mars,$38.3 B,87,United States,"Candy, pet food",38.3,8
1337,37,Mark Mateschitz,$34.7 B,30,Austria,Red Bull,34.7,8
1338,71,Emmanuel Besnier,$22 B,52,France,Cheese,22.0,8
1339,86,Qin Yinglin,$18.9 B,57,China,Pig breeding,18.9,8
1340,107,Pang Kang,$15.9 B,67,China,Soy sauce,15.9,8
1341,108,Jorge Paulo Lemann & family,$15.8 B,83,Brazil,Beer,15.8,8
1342,118,Charoen Sirivadhanabhakdi,$14.8 B,78,Thailand,"Alcohol, real estate",14.8,8
1343,119,Charlene de Carvalho-Heineken & family,$14.7 B,68,Netherlands,Heineken,14.7,8
1344,151,Liu Hanyuan,$11.4 B,59,China,Agribusiness,11.4,8
1345,165,Marcel Herrmann Telles & family,$10.6 B,73,Brazil,Beer,10.6,8
1346,195,Marijke Mars,$9.6 B,58,United States,"Candy, pet food",9.6,8
1347,195,Pamela Mars,$9.6 B,62,United States,"Candy, pet food",9.6,8
1348,195,Valerie Mars,$9.6 B,64,United States,"Candy, pet food",9.6,8
1349,195,Victoria Mars,$9.6 B,66,United States,"Candy, pet food",9.6,8
1350,215,Anthony von Mandl,$9 B,73,Canada,Alcoholic beverages,9.0,8
1351,220,Finn Rausing,$8.9 B,68,Sweden,Packaging,8.9,8
1352,220,Jorn Rausing,$8.9 B,63,Sweden,Packaging,8.9,8
1353,220,Kirsten Rausing,$8.9 B,70,Sweden,Packaging,8.9,8
1354,232,Ravi Jaipuria,$8.6 B,68,India,"Soft drinks, fast food",8.6,8
1355,232,Carlos Alberto Sicupira & family,$8.6 B,75,Brazil,Beer,8.6,8
1356,256,Tilman Fertitta,$8.1 B,65,United States,"Houston Rockets, entertainment",8.1,8
1357,282,Jean-Michel Besnier,$7.7 B,55,France,Cheese,7.7,8
1358,282,Marie Besnier Beauvalot,$7.7 B,42,France,Cheese,7.7,8
1359,299,Zhang Yong,$7.5 B,52,Singapore,Restaurants,7.5,8
1360,305,Harry Stine,$7.4 B,81,United States,Agriculture,7.4,8
1361,317,Zong Qinghou,$7.2 B,77,China,Beverages,7.2,8
1362,332,J. Christopher Reyes,$7 B,69,United States,Food distribution,7.0,8
1363,332,Jude Reyes,$7 B,67,United States,Food distribution,7.0,8
1364,332,Don Vultaggio & family,$7 B,71,United States,Beverages,7.0,8
1365,344,Pauline MacMillan Keinath,$6.9 B,89,United States,Cargill,6.9,8
1366,365,Xu Shihui,$6.7 B,65,China,"Snacks, beverages",6.7,8
1367,383,Bubba Cathy,$6.6 B,68,United States,Chick-fil-A,6.6,8
1368,383,Dan Cathy,$6.6 B,70,United States,Chick-fil-A,6.6,8
1369,383,Trudy Cathy White,$6.6 B,67,United States,Chick-fil-A,6.6,8
1370,411,Maria Asuncion Aramburuzabala & family,$6.2 B,59,Mexico,"Beer, investments",6.2,8
1371,411,Lin Muqin & family,$6.2 B,59,China,Beverages,6.2,8
1372,437,Tsai Eng-meng,$5.9 B,66,Taiwan,"Food, beverages",5.9,8
1373,497,Lynda Resnick,$5.3 B,80,United States,Agriculture,5.3,8
1374,497,Stewart Resnick,$5.3 B,86,United States,Agriculture,5.3,8
1375,497,Erich Wesjohann & family,$5.3 B,77,Germany,Poultry genetics,5.3,8
1376,511,Cheng Xue,$5.2 B,53,China,Soy sauce,5.2,8
1377,511,"Robert Rich, Jr.",$5.2 B,82,United States,Frozen foods,5.2,8
1378,534,Murat Ulker,$5 B,64,Turkey,Food,5.0,8
1379,552,Emanuele (Lino) Saputo & family,$4.9 B,86,Canada,Cheese,4.9,8
1380,591,Bert Beveridge,$4.6 B,61,United States,Vodka,4.6,8
1381,591,Issad Rebrab & family,$4.6 B,79,Algeria,Food,4.6,8
1382,591,Russ Weiner,$4.6 B,52,United States,Energy drinks,4.6,8
1383,611,Juan Domingo Beckmann Legorreta & family,$4.5 B,55,Mexico,Tequila,4.5,8
1384,611,Theo Mueller,$4.5 B,83,Germany,Dairy,4.5,8
1385,636,Marian Ilitch,$4.3 B,90,United States,Little Caesars Pizza,4.3,8
1386,636,Gwendolyn Sontheim Meyer,$4.3 B,61,United States,Cargill,4.3,8
1387,659,Lynsi Snyder,$4.2 B,40,United States,In-N-Out Burger,4.2,8
1388,679,Andrej Babis,$4.1 B,68,Czech Republic,Agriculture,4.1,8
1389,679,Nick Caporella,$4.1 B,87,United States,Beverages,4.1,8
1390,679,Luca Garavoglia,$4.1 B,54,Italy,Spirits,4.1,8
1391,679,Mary Alice Dorrance Malone,$4.1 B,73,United States,Campbell Soup,4.1,8
1392,699,Elisabeth DeLuca & family,$4 B,75,United States,Subway,4.0,8
1393,721,"Austen Cargill, II.",$3.9 B,72,United States,Cargill,3.9,8
1394,721,"James Cargill, II.",$3.9 B,73,United States,Cargill,3.9,8
1395,721,Marianne Liebmann,$3.9 B,69,United States,Cargill,3.9,8
1396,721,Nusli Wadia,$3.9 B,79,India,Consumer goods,3.9,8
1397,748,Joseph Grendys,$3.8 B,61,United States,Poultry processing,3.8,8
1398,766,Howard Schultz,$3.7 B,69,United States,Starbucks,3.7,8
1399,787,Beatriz Davila de Santo Domingo,$3.6 B,84,Colombia,Beer,3.6,8
1400,787,Wang Junlin & family,$3.6 B,60,China,Liquor,3.6,8
1401,818,Leng Youbin,$3.5 B,54,China,Infant formula,3.5,8
1402,818,Margarita Louis-Dreyfus & family,$3.5 B,60,Switzerland,Commodities,3.5,8
1403,852,Ramon Ang,$3.4 B,69,Philippines,Diversified,3.4,8
1404,852,Acharya Balkrishna,$3.4 B,50,India,Consumer goods,3.4,8
1405,852,Alessandra Garavoglia,$3.4 B,63,Italy,Spirits,3.4,8
1406,852,John Middleton,$3.4 B,68,United States,Tobacco,3.4,8
1407,852,Hans Peter Wild,$3.4 B,81,Switzerland,Flavorings,3.4,8
1408,878,Bennett Dorrance,$3.3 B,77,United States,Campbell Soup,3.3,8
1409,878,Walter Faria,$3.3 B,68,Brazil,Beer,3.3,8
1410,905,Karen Virginia Beckmann Legoretta,$3.2 B,53,Mexico,Tequila,3.2,8
1411,905,Hilton Schlosberg,$3.2 B,70,United Kingdom,Energy drinks,3.2,8
1412,905,Wu Shaoxun,$3.2 B,67,China,Wine,3.2,8
1413,949,Deng Wen,$3.1 B,55,China,Flavorings,3.1,8
1414,949,Sheldon Lavin,$3.1 B,90,United States,Meat processing,3.1,8
1415,982,Jean-Pierre Cayard,$3 B,80,France,Spirits,3.0,8
1416,982,Sam Goi,$3 B,76,Singapore,Frozen foods,3.0,8
1417,982,Harsh Mariwala,$3 B,71,India,Consumer goods,3.0,8
1418,982,Robert Sands,$3 B,64,United States,Liquor,3.0,8
1419,982,Yonghong Shi & family,$3 B,54,China,Restaurants,3.0,8
1420,1027,Rodney Sacks,$2.9 B,73,United States,Energy drinks,2.9,8
1421,1027,"William Wrigley, Jr.",$2.9 B,59,United States,Chewing gum,2.9,8
1422,1104,Jack Cowin,$2.7 B,80,Australia,Fast food,2.7,8
1423,1104,Liang Yunchao,$2.7 B,54,China,Nutritional supplements,2.7,8
1424,1104,Timm Oberwelland,$2.7 B,65,Germany,Candy,2.7,8
1425,1104,Gustav Magnar Witzoe,$2.7 B,29,Norway,Fish farming,2.7,8
1426,1164,Joesley Batista,$2.6 B,51,Brazil,Beef processing,2.6,8
1427,1164,Wesley Batista,$2.6 B,50,Brazil,Beef packing,2.6,8
1428,1164,"John Dorrance, III.",$2.6 B,79,Ireland,Campbell Soup,2.6,8
1429,1164,Louis Le Duff,$2.6 B,76,France,Bakeries,2.6,8
1430,1164,C. Dean Metropoulos,$2.6 B,76,United States,Investments,2.6,8
